,cuisine,ingredient,name
212,chinese,"['1 (14 ounce) package soft tofu', '7 ounces ground pork', '6 tablespoons cornstarch', '1 egg', '1 teaspoon chicken bouillon granules (optional)', '1 teaspoon salt', '5 cups water', '1 tablespoon vegetable oil', '10 dried shrimp', '1 cup fresh pea vine shoots, trimmed', '1 teaspoon chicken bouillon granules', '1/4 teaspoon salt']",He Jia Tuan Yuan (Tofu Ball Soup for Lunar Chinese New Year)
213,chinese,"['1 pound raw pork belly', '3 tablespoons vegetable oil', '1/4 cup light soy sauce', '1/4 cup dark soy sauce', '1/2 cup Chinese rice cooking wine', '3 1/2 ounces Chinese rock sugar', '1 (1 inch) piece fresh ginger, peeled and grated', '8 spring onions, sliced']",Dong Po (Chinese Pork Belly)
214,chinese,"['1 egg white, beaten', '1/2 teaspoon cornstarch', '1/4 teaspoon ground white pepper', '3 thin slices fresh ginger root', '1 (6 ounce) fillet swai fish, cut into bite-sized pieces', '1 tablespoon vegetable oil', '10 Sichuan peppercorns', '5 dried chile de arbol peppers', '1 tablespoon vegetable oil', '2 teaspoons Sichuan bean sauce', '2 cups water', '3 stalks celery, cut into 1/2-inch pieces', '1 cup sliced napa cabbage', '2 teaspoons minced garlic', '2 sprigs cilantro']",Shui Zhu Yu (Sichuan Boiled Fish)
215,chinese,"['1/4 cup soy sauce', '1/4 cup rice wine vinegar', '1/4 cup Asian (toasted) sesame oil', '2 tablespoons minced garlic', '1 tablespoon minced fresh ginger root', '1 teaspoon cayenne pepper', '1 teaspoon red pepper flakes', '1 pound medium shrimp, peeled and deveined']",Grilled Kung Pao Shrimp
216,chinese,"['1 Thai chile, chopped', '2 cloves garlic, chopped', '1 (1/2 inch) piece fresh ginger, minced', '1 tablespoon black bean sauce', '2 tablespoons dark soy sauce', '2 tablespoons white soy sauce', '1 tablespoon vegetable oil', '1 tablespoon white sugar', '1 pinch white pepper', '1 tablespoon cornstarch', '1 tablespoon cold water', '3/4 pound white fish fillets', '1 (16 ounce) package tofu, drained and cubed', '1 cup green onion, finely chopped']",Chinese Steamed White Fish Fillet with Tofu (Cantonese Style)
217,chinese,"['2 tablespoons olive oil', '6 boned and skinned chicken breast halves', '1 pinch salt', '1/2 cup duck sauce', '1/4 cup dried apricots, sliced', '1/4 cup raisins', '1 small apple - peeled, cored and thinly sliced']",Chicken Yum-Yums
218,chinese,"['2 cups shredded napa cabbage', '1/2 pound ground pork', '2 tablespoons soy sauce', '1 tablespoon dry sherry', '2 teaspoons cornstarch', '1 1/2 teaspoons minced fresh ginger root', '1 green onion, minced', '36 wonton wrappers', '1 egg white, beaten', '1/4 cup soy sauce', '1/4 cup seasoned rice vinegar', '2 tablespoons finely shredded fresh ginger']",Brandi's Wontons
219,chinese,"['1 cup uncooked long grain white rice', '2 cups water', '2 tablespoons vegetable oil', '2 cloves garlic, minced', '1/2 pound ground pork', '6 fresh shiitake mushrooms, diced', '1 (14 ounce) package cubed firm tofu', '1 green onion, thinly sliced', '1 tablespoon Asian chile pepper sauce', '1 tablespoon ketchup', '2 tablespoons tamari']",Tofu with Ground Pork Stir-Fry
220,chinese,"['1 tablespoon active dry yeast', '1 cup warm water', '2 cups all-purpose flour', '3 teaspoons white sugar', '1/2 teaspoon baking soda']",Simple and Tasty Chinese Steamed Buns
221,chinese,"['5 cups coarsely chopped mixed fruit (apples, plums, and pears)', '1 cup water', '3/4 cup apple juice', '1 teaspoon soy sauce', '1 tablespoon apricot preserves', '1/2 cup packed light brown sugar', '1/2 teaspoon garlic powder', '1/2 teaspoon dry mustard']",Duck Sauce
222,chinese,"['20 large tiger prawns with shell', '2 tablespoons light soy sauce', '5 cloves garlic, minced', '1 teaspoon brandy']",Steamed Garlic Prawns Chinese-Style
223,chinese,"['2 tablespoons vegetable oil', '8 ounces Chinese dried mushrooms, soaked overnight in water', '1/3 cup dried shrimp, soaked in water overnight and drained', '1 pound pork sausage, sliced', '1 tablespoon vegetable oil', '2 slices fresh ginger root', '3 turnips, shredded', '1 1/2 teaspoons Chinese five-spice powder', '2 teaspoons salt', '1/2 teaspoon chicken bouillon granules', '1 tablespoon ground white pepper', '2/3 pound white rice flour']",Chinese New Year Turnip Cake
224,chinese,"['3 tablespoons paprika', '1 tablespoon garlic powder', '1/2 teaspoon ground black pepper', '1/2 teaspoon salt', '6 1/2 pounds pork ribs', '2 tablespoons vegetable oil', '3 cups water', '3/4 cup ketchup', '1/4 cup brown sugar', '1/4 cup Chinese vinegar', '1 teaspoon Worcestershire sauce']",My World Famous Pressure Cooker Chinese Ribs
225,chinese,"['1/2 pound boneless pork loin, cut into thin strips', '2 tablespoons soy sauce', '1 tablespoon brandy', '1 teaspoon white sugar', '1 tablespoon cornstarch', '4 eggs', '2 teaspoons salt', '1/2 cup canola oil, divided', '8 large tomatoes, cut into chunks', '1 teaspoon white sugar', '2 bunches green onions, chopped']",Chinese Tomato and Egg
226,chinese,"['1 teaspoon white sugar', '1 teaspoon cornstarch', '1 tablespoon oyster sauce', '1 tablespoon sesame oil', '1 pound lean ground pork', '1/4 pound diced raw shrimp', '1 green onion, chopped', '40 wonton wrappers', '2 green onions', '1 egg, beaten', '9 cups chicken stock', '1/4 cup soy sauce', '2 tablespoons sesame oil', '2 cups chopped bok choy', '1 cup green onions, chopped (optional)']",Wonton Soup without Ginger
227,chinese,"['2 tablespoons millet flour', '2 tablespoons soy milk', '1/2 teaspoon vegetable oil', '1 teaspoon water, if needed', '1 tablespoon Chinese black bean sauce', '1 teaspoon water', '1/2 teaspoon Asian chile pepper sauce, or to taste', '1 teaspoon water', 'cooking spray', '1 egg, beaten', '1/2 green onion, sliced', '1 tablespoon torn fresh cilantro leaves', '2 whole crackers']",Jian Bing (Chinese Crepes)
228,chinese,"['1 onion, chopped', '1 leek, chopped', '1 small carrot, grated', '1 (5 ounce) can tuna', '1 (16 ounce) can crushed tomatoes', '2 tablespoons olive oil', '2 tablespoons honey', '2 tablespoons light soy sauce', '1 tablespoon Worcestershire sauce', '1 1/2 teaspoons Chinese five-spice powder', '2 tablespoons creme fraiche', '1 (16 ounce) package penne pasta']",Sweet and Sour Pasta
229,chinese,"['4 eggs', '2 teaspoons cornstarch', '1 teaspoon water', '1/4 teaspoon salt', '3 ounces ground pork', '3 water chestnuts, minced', '1 1/2 teaspoons finely chopped green onions', '1 teaspoon cornstarch', '1/2 teaspoon finely shredded fresh ginger', '1/2 teaspoon white sugar', '1/2 teaspoon salt', '1/4 teaspoon toasted sesame oil', '3/4 cup chicken broth', '1 tablespoon soy sauce', '1/2 teaspoon dry sherry', '1/4 teaspoon salt', '1/2 teaspoon white sugar', '1/4 teaspoon black pepper']",Chinese Egg Dumplings
230,chinese,"['15 large fresh mushrooms, stems removed', '1/2 pound ground pork', '1/4 slice Chinese salted turnip (chung choi), rinsed and chopped', '1 tablespoon soy sauce', '3 tablespoons finely chopped canned water chestnuts', '1/4 teaspoon salt', '1/4 teaspoon white sugar']",Chinese Style Stuffed Mushrooms
231,chinese,"['2 tablespoons vegetable oil', '1 pound skinless, boneless chicken breast halves - cut into 1/2 inch pieces', '2 carrots, julienned', '2 cloves garlic, pressed', '1 teaspoon ground ginger', '4 shallots, chopped', '1 bell pepper, slivered', '1 (20 ounce) can pineapple chunks in natural juice, liquid drained and reserved', '1/2 cup water', '2 tablespoons soy sauce', '1 tablespoon cornstarch', '1 teaspoon white vinegar', '1/2 teaspoon red pepper flakes']",China Sun Chicken
232,chinese,"['1 teaspoon Chinese cooking wine', '1/2 teaspoon salt', '1/2 pound boneless chicken, cut into 1/2 inch cubes', '1/4 cup cornstarch, or as needed', '3 cups peanut oil for frying', '4 cloves garlic, minced', '1 tablespoon minced fresh ginger root', '2 green onions, julienned', '2 long, green chilies - cut into 1/2-inch pieces', '2 cups dried chilies, chopped', '2 tablespoons Szechuan peppercorns', '2 teaspoons soy sauce', '2 teaspoons Chinese cooking wine', '1/2 teaspoon white sugar', '1/2 teaspoon salt']",Fiery Pepper Chicken
233,chinese,"['1 tablespoon black tea leaves', '2 (3 inch) cinnamon sticks', '4 whole star anise pods', '1 tablespoon five-spice powder', '6 whole cloves', '1 slice fresh ginger root', '1/2 teaspoon Szechuan peppercorns', '1 teaspoon licorice root', '1 piece dried mandarin orange peel', '1 ounce Chinese rock sugar', '1/2 cup dark soy sauce', '1/3 cup light-colored soy sauce', '10 hard-cooked eggs']",Oriental Tea Leaf Eggs
234,chinese,"['1 tablespoon sesame oil', '1 tablespoon olive oil', '1 pound tiger shrimp, peeled and deveined', '1 cup chopped onion', '1 1/2 cups sliced king mushrooms', '1/2 cup chopped green bell pepper', '3 cloves garlic, finely chopped', '1 teaspoon minced fresh ginger', '1/2 cup water', '1 teaspoon oyster sauce, or to taste', '1 pound fresh Chinese wheat noodles', '2 cups bean sprouts']",Shrimp Stirfry
235,chinese,"['1 tablespoon olive oil', '6 frozen pot stickers', '1 cup frozen shelled edamame (green soybeans)', '1 cup water', '4 cups chopped iceberg lettuce', '2 tablespoons ginger-sesame salad dressing', 'salt to taste']",Pot Sticker Salad
236,chinese,"['1/2 cup small pearl tapioca', '1 mango - peeled, seeded and diced', '14 ice cubes', '1/2 cup coconut milk']",Hong Kong Mango Drink
237,chinese,"['1/2 pound ground pork', '3/4 pound cooked shrimp, shelled, deveined and coarsely chopped', '2 tablespoons minced green onions', '1 tablespoon minced fresh ginger root', '2 tablespoons chopped water chestnuts', '1 teaspoon cornstarch', '1/4 teaspoon garlic salt', '1 pinch white sugar', '1 tablespoon dry sherry', '1 teaspoon chili oil', '1 tablespoon soy sauce', '1/4 teaspoon sesame oil', '1 (16 ounce) package wonton skins', '1 pinch garlic salt', '1 egg white']",Mom's Wonton
238,chinese,"['1/4 cup dried scallops', '3 dried black mushrooms', '1 1/2 cups uncooked short-grain white rice', '1/2 leftover turkey carcass, broken into pieces', '9 cups water', 'Toppings:', '1 bunch fresh cilantro, chopped', '1 bunch green onions, chopped', '1/4 cup thinly sliced fresh ginger', '1/4 cup raw peanuts', '2 tablespoons dried red onion', '8 dashes sesame oil', 'ground white pepper to taste']",Thanksgiving Turkey Congee
239,chinese,"['4 eggs', '1/4 cup cornstarch', '1/4 cup white sugar', '5 cloves garlic, minced', '1/2 cup sweet rice flour (mochiko)', '4 teaspoons salt', '4 green onions, chopped', '1/4 cup oyster sauce', '5 pounds boneless chicken thighs, cut in half', '2 cups vegetable oil, for deep frying']",Mochiko Asian Fried Chicken
240,chinese,"['1/4 cup whole star anise pods', '5 tablespoons whole cloves', '5 tablespoons Szechuan peppercorns', '5 tablespoons fennel seed', '1/4 cup ground cinnamon']",Chinese-Style Five Spice Rub
241,chinese,"['1 pound ground chicken', '1/4 cup chopped scallions, divided', '1 tablespoon soy sauce', 'salt and ground black pepper to taste', '1 (16 ounce) package wonton wrappers', '2 tablespoons sesame oil', '1 cup chicken broth', 'Dipping Sauce:', '1/4 cup soy sauce', '1/4 cup teriyaki sauce', '2 drops chile oil, or more to taste']",Light Pot Stickers 
242,chinese,"['5 cups chicken broth', '1 (14.75 ounce) can cream-style corn', '1/4 cup butter', '1 stalk celery, cut into bite-size pieces', '1 onion, cut into bite-size pieces', '1 1/2 tablespoons all-purpose flour', '1 teaspoon ground nutmeg, or to taste', '1 egg, or more as desired', 'fresh ground pepper (optional)']",Chinese Corn Soup
243,chinese,"['2 pounds ground pork', '2 cups minced dandelion greens', '3 cups minced napa cabbage', '1/2 cup minced bok choy leaves', '4 green onions, white and light green parts only, minced', '1 tablespoon minced fresh ginger root', '3 cloves garlic, minced', '1 (8 ounce) can bamboo shoots, drained and minced', '3 tablespoons soy sauce', '1 teaspoon white pepper', '1 teaspoon kosher salt', '1 teaspoon white sugar', '4 teaspoons sesame oil', '1 egg whites', '1 tablespoon water', '100 wonton wrappers', '1/2 cup vegetable oil', '2 teaspoons chili oil, or to taste', '3 tablespoons hoisin sauce', '1/2 cup soy sauce', '4 teaspoons sesame oil', '1 teaspoon white sugar', '3 tablespoons balsamic vinegar', '1 teaspoon minced fresh ginger root', '2 tablespoons chopped green onion', '2 cloves garlic, minced']",Chinese Dandelion Dumplings
244,chinese,"['1/2 teaspoon salt', '1 large English cucumber, cut into 1/4 inch slices', '3 tablespoons rice vinegar', '3 tablespoons honey']",Chinese Pickled Cucumbers
245,chinese,"['1 cup chopped Chinese roast duck meat, skin and fat separated and set aside', '1/2 cup thinly sliced Chinese barbecued pork', '6 green onions, thinly sliced', '2 tablespoons soy sauce', '2 eggs, beaten', '3 cups cooked long-grain rice', 'salt and pepper to taste']",Duck Fried Rice
246,chinese,"['Pastry:', '1/3 cup golden syrup', '3 tablespoons peanut oil', '1 cup cake flour', '1/2 teaspoon baking soda', '1 pinch salt', 'Adzuki Bean Filling:', '1 1/2 cups dry adzuki beans', '4 cups water', '1/4 cup peanut oil', '1/4 cup white sugar, or more to taste', '2 tablespoons wheat starch', '1/2 cup all-purpose flour', '1 egg yolk, beaten']",Adzuki Mooncake
247,chinese,"['3/4 cup roasted peanuts, finely ground', '1 cup all-purpose flour', '1/4 cup corn flour', ""1 1/4 cups confectioners' sugar"", '1/2 cup vegetable oil', '1 egg yolk, beaten (optional)']",Chinese-Style Peanut Cookie
248,chinese,"['1 tablespoon vegetable oil', '2 thick slices back bacon or Canadian bacon, cut into bite-size pieces', '5 cloves garlic, peeled and smashed', '3 large chicken legs -- boned, skinned, and cut into large chunks', '1/2 cup dark soy sauce, or to taste', '2 tablespoons oyster sauce', '1 1/2 tablespoons light-colored soy sauce', '2 cups uncooked white rice', '1/2 cup water']",Chinese Clay Pot Rice with Chicken
249,chinese,"['3 tablespoons vegetable oil', '3 bone-in chicken thighs', 'salt and ground black pepper to taste', '1/2 cup chopped scallions', '2 tablespoons minced fresh ginger', '2 tablespoons minced garlic', '1 jalapeno pepper, seeded and minced', '6 cups water', '1 cup short-grain brown rice', '2 cups thinly sliced cabbage', '1 cup snow peas', '1 cup bean sprouts', '2 tablespoons soy sauce', '1 tablespoon sesame oil', '1/2 cup chopped cilantro leaves']",Chicken Jook with Lots of Vegetables
250,chinese,"['1/2 cup uncooked glutinous (sticky) white rice, rinsed', '2/3 pound ground pork', '2 tablespoons water', '1 tablespoon Chinese cooking wine', '1 tablespoon cornstarch', '1 tablespoon soy sauce', '1 small onion, chopped', '1/2 teaspoon grated fresh ginger', '1/2 teaspoon minced garlic', '1/2 teaspoon salt', '1 dash ground black pepper', '2 leaves Chinese cabbage']",Chinese Pearl Meatballs
251,chinese,"['2 cups uncooked white rice', '4 cups water', '4 dried shiitake mushrooms', '1 cup hot water', '1/2 pound ground chicken', '1 tablespoon soy sauce', '1 teaspoon sesame oil', '1 pinch white pepper', '2 tablespoons vegetable oil', '3 cloves garlic, sliced', '2 links lop chong (Chinese-style sausage), thinly sliced', '1 tablespoon dark soy sauce', '4 green onions, chopped', '2 eggs, lightly beaten']",Chinese Sausage Fried Rice
252,chinese,"['1 tablespoon cornstarch', '1/4 cup dry white wine', '4 tablespoons peanut oil', '2 green onions, minced', '1 1/2 pounds scallops', '1 cup clam juice', '1/2 teaspoon salt', '1/4 teaspoon ground cayenne pepper', '1/2 teaspoon ground ginger', '1/3 (8 ounce) can sliced water chestnuts']",Scallops a la Peking House
253,chinese,"['1/2 (3 pound) whole chicken, cut into pieces', '8 ounces Chinese-style sausages', '1 teaspoon salt', '1 tablespoon dark soy sauce', '2 tablespoons sesame oil', '1/2 slice fresh ginger root, chopped', '12 dried shiitake mushrooms, soaked until soft', '3 cups long-grain white rice', '2 1/2 cups boiling water', '3 tablespoons chopped fresh cilantro', '3 tablespoons thinly sliced green onion']",Owen's Chicken Rice
254,chinese,"['1/2 peel of small mandarin orange', '3 pounds whole carp, cleaned and scaled', '2 teaspoons salt', '1/4 cup cornstarch', '2 cups sesame oil', '2 1/2 tablespoons chopped garlic', '3 tablespoons minced fresh ginger root', '1/4 cup chopped green onion', '3 tablespoons dry sherry', '1 tablespoon black bean sauce', '2 tablespoons soy sauce', '1 tablespoon white sugar', '6 tablespoons chicken stock']",Citrus Carp
255,chinese,"['2 ounces uncooked bean threads (cellophane noodles)', '3 (14.5 ounce) cans chicken broth', '1 large clove garlic, minced', '2 tablespoons thin strips fresh ginger root', '4 2-inch pieces fresh lemongrass, minced', '2 skinless, boneless chicken breast halves, cut into 1/2-inch strips', '6 large shrimp, peeled and deveined', '2 tablespoons lime juice', '2 tablespoons fish sauce', '1 jalapeno pepper, cut into 8 thin slices', '1/4 cup chopped fresh cilantro']",Chinese Glass Noodle Soup
256,chinese,"['Marinade:', '2 tablespoons water', '1 teaspoon rice wine vinegar', '1 teaspoon soy sauce', '1 teaspoon cornstarch', '1 teaspoon sesame oil', '1/4 teaspoon ground black pepper', '1 skinless, boneless chicken breast half, thinly sliced', 'Seasonings:', '1/2 cup chicken broth', '1 tablespoon soy sauce', '2 teaspoons oyster sauce', '1 teaspoon rice wine vinegar', '1 teaspoon white sugar', '1/4 cup canola oil, divided', '1 pound chow mein noodles', '1 stalk celery, thinly sliced on the diagonal', '1 carrot, cut into matchstick-size pieces', '1/4 cup bean sprouts', '1/4 cup thinly sliced onion', '1 green onion, thinly sliced']",Cantonese Chicken Chow Mein
257,chinese,"['2 tablespoons honey', '2 tablespoons hoisin sauce', '2 tablespoons dark soy sauce', '1 whole star anise pod, crushed', '1 pinch Chinese five-spice powder', '1 tablespoon aji mirin (sweet rice cooking wine), or more to taste', '1 (1 pound) boneless pork loin roast']",Char Siu Pork
258,chinese,"['1 cup uncooked short-grain white rice', '1 tablespoon vegetable oil', '6 cups water', '1 cube pork bouillon cube', '2 cups char siu (Chinese roast pork), diced', '6 green onions, chopped', '2 cups water', '2 preserved duck eggs (century eggs), peeled and diced']",Pork and Century Egg Rice Congee
259,chinese,"['2/3 cup white sugar', '1 1/2 cups milk', '2 (.25 ounce) packages unflavored gelatin (such as Knox ®)', '2 cups boiling water', '2 teaspoons almond extract', '1 (11 ounce) can mandarin orange segments, undrained']",Almond Gelatin with Mandarin Oranges
260,chinese,"['5 cups water', '1 (15 ounce) can whole kernel corn, drained', '1 (14 ounce) can chicken broth', '1 cup jasmine rice', '1 skinless, boneless chicken breast, cubed', 'salt and ground white pepper to taste', '2 tablespoons sesame oil, or to taste']",Slow Cooker Chicken and Corn Congee 
261,chinese,"['ice cubes', '1 bitter melon, seeded and sliced', '2 teaspoons soy sauce, divided', '2 teaspoons cornstarch, divided', '1/4 teaspoon baking soda', '6 ounces beef, sliced', '1 tablespoon oil', '1 teaspoon oil', '1/2 onion, sliced', '2 cloves garlic', '1 tablespoon chopped fresh ginger', '1 tablespoon black bean sauce', '1 tablespoon oyster sauce', '1 pinch white sugar, or to taste', '3/4 cup water', '1 teaspoon water', 'salt to taste']",Bitter Melon and Black Bean Sauce Beef
262,chinese,"['1 (16 ounce) package frozen edamame in the pod', '2 teaspoons sesame seeds', '3 tablespoons white sugar', '2 tablespoons soy sauce', '2 teaspoons olive oil', '1 teaspoon red pepper flakes, or more to taste']",Szechuan Edamame (Soy Beans)
263,chinese,"['2 1/8 cups roasted unsalted peanuts', ""1 1/4 cups confectioners' sugar"", '2 cups all-purpose flour', '2 tablespoons all-purpose flour', '1 teaspoon salt', '3/4 teaspoon baking powder', '2/3 cup peanut oil', '3 tablespoons unsalted butter, melted', '1 egg', '1 tablespoon water', '54 peanuts']",Lunar New Year Peanut Cookies
264,chinese,"['1 teaspoon Szechuan peppercorns', '2 cloves garlic, coarsely chopped', '1/4 teaspoon grated lime zest', '1/4 teaspoon coarse salt', '2 (6 ounce) fillets salmon', '1 teaspoon olive oil', '1 tablespoon soy sauce']",Szechuan Peppercorn Salmon
265,chinese,"['1 tablespoon peanut oil', '1 (14 ounce) can thinly sliced bamboo shoots', '2 tablespoons peanut oil', '2 cloves garlic, minced', '1 fresh red chile pepper, seeded and minced', '1/2 teaspoon crushed red pepper flakes', '3 ounces ground pork', '1 teaspoon Shaoxing rice wine', 'salt to taste', '2 teaspoons rice vinegar', '2 teaspoons soy sauce', '3 tablespoons chicken broth', '3 green onions, thinly sliced', '1 teaspoon sesame oil']",Pork and Bamboo Shoots
266,chinese,"['1/2 cup brown sugar', '1/4 cup soy sauce', '1 tablespoon garlic powder', '1 teaspoon red pepper flakes']",Simple Char Siu Pork Marinade
267,chinese,"['1 pound fresh Chinese egg noodles', '2 tablespoons olive oil', '1/3 cup chopped onion', '1 clove garlic, chopped', '3/4 cup broccoli florets', '1/2 cup chopped red bell pepper', '2 cups cooked shrimp', '1/2 cup sliced water chestnuts, drained', '1/2 cup baby corn, drained', '1/2 cup canned sliced bamboo shoots, drained', '3 tablespoons oyster sauce', '1 tablespoon red pepper flakes, or to taste']",Shrimp Stir Fry With Egg Noodles
268,chinese,"['3 tablespoons vegetable oil, or more as needed, divided', '2 cloves garlic, crushed', '1 ounce fresh ginger, minced', '1 pound pork tenderloin, sliced into thin strips, or to taste', '3 hot long green chile peppers, sliced into thin strips, or more to taste', 'salt to taste', '2 teaspoons soy sauce, or to taste']",Hunan Peppered Pork
269,chinese,"['1 small onion, chopped', '2 inch piece fresh ginger root, minced', '2 cloves garlic, minced', '2 whole star anise pods', '1/2 cup dry white wine', '1 teaspoon salt', '1/4 teaspoon ground black pepper', '2 tablespoons vegetable oil', '1 teaspoon rice vinegar', '1/2 pound skinless, boneless chicken breast meat - cut into bite-size pieces', '20 new potatoes', '1 tablespoon vegetable oil', '1 cup cherry tomatoes', '1 tablespoon cornstarch', '2 tablespoons water', '1/4 cup minced fresh Thai basil leaves']",Anise Wine Chicken
270,chinese,"['1 (16 ounce) bottle soy sauce', '3 tablespoons lemon juice', '1 1/2 tablespoons onion powder', '1 1/2 teaspoons garlic powder', '2 bay leaves, crushed', '1 cup orange juice', '5 pounds chicken wings, cut into thirds, tips discarded']",Chinese Chicken Wings
271,chinese,"['1 cup sweet and sour sauce', '1 pinch ground ginger', '6 cups romaine lettuce - torn, washed and dried', '1 cup fresh bean sprouts', '4 boneless chicken breast halves, cooked and shredded', '1/2 cup cornflakes cereal', '1/4 cup toasted sliced almonds', '1 pinch ground black pepper', '2 tablespoons sesame seeds (optional)']",Chinese Chicken Salad I
272,chinese,"['1 (5 pound) pork leg, cut into bite size pieces', '4 ounces dried wood ear mushrooms', '5 tablespoons soy sauce', '10 cloves minced garlic', '4 cups water']",Chinese Ham Stew
273,chinese,"['3 cups uncooked jasmine rice', '1 1/2 cups water', '2 cups dried shiitake mushrooms', '3 tablespoons oyster sauce, divided', '2 tablespoons soy sauce', '2 tablespoons cornstarch', '1 teaspoon salt', '1 tablespoon white sugar', '1 tablespoon red wine', '3 links lop chong (Chinese-style sausage)', '1 tablespoon sesame oil', '1 pound fresh shrimp - peeled, deveined, and diced', '1/4 pound cooked pork link sausage, diced', '1 bunch green onions, diced', '1 cup fresh water chestnuts, peeled and diced', '1 1/2 cups frozen green peas']",Chinese New Year Sweet Rice
274,chinese,"['1 whole chicken breast, cut into big chunks', '6 chicken wings, cut into thirds, tips discarded', '1 cup dark soy sauce', '1 tablespoon sesame oil', '8 cloves garlic, smashed', 'ground white pepper to taste', '2 links lop chong (Chinese-style sausage)', '6 dried shiitake mushrooms', '2 tablespoons vegetable oil', '1/2 cup dark soy sauce', '1 2/3 cups jasmine rice', '5 tablespoons chile paste', '2 tablespoons grated fresh ginger root', '2 tablespoons fresh lime juice', '1 cup shredded iceberg lettuce']",Chinese Clay Pot Chicken Rice
275,chinese,"['1 tablespoon sesame oil', '1 (1/2 inch) piece fresh ginger, minced', '1 clove garlic, minced, or more to taste', '1/2 pound ground pork', '2 teaspoons chili bean sauce (toban djan)', '1 tablespoon soy sauce', '2 tablespoons sake', '2 teaspoons oyster sauce', '1 (12 ounce) package tofu, cut into 1/2-inch squares', '1/2 cup water, or more if needed', '1 small green onion, chopped']",Mabo Dofu
276,chinese,"['1 tablespoon vegetable oil', '2 1/3 cups ground beef', '2 1/3 cups peeled and deveined medium shrimp (30-40 per pound)', '1 cup cubed fully cooked ham', '4 sliced fresh mushrooms', '2 leeks, chopped', '8 cups water', '2 (12 ounce) packages firm tofu, drained and cubed', '1 (14.75 ounce) can cream-style corn', '1/2 cup cornstarch', '1 cup water', '4 egg whites, beaten']",8 Treasures
277,chinese,"['1/2 cup uncooked white rice', '1 cup chopped walnuts', '4 1/4 cups milk, divided', '1/4 cup sweetened condensed milk']",Hong Kong Walnut Sweet Soup
278,chinese,"['1 1/2 tablespoons white sugar', '1 tablespoon brown rice vinegar, or amount to taste', '1 1/2 tablespoons cornstarch', '3 tablespoons cold water', '1/4 cup vegetable oil', '3 dried red chile peppers, seeded and thinly sliced', '1/2 pound baby bok choy, trimmed and chopped', 'salt to taste']",Hot and Sour White Cabbage
279,chinese,"['2 teaspoons active dry yeast', '1/2 cup warm water', '1 egg', '1/3 cup melted butter', '1/4 teaspoon vanilla extract', '1/2 cup milk', '1 1/2 cups cake flour', '1/2 cup cornmeal', '1/3 cup superfine sugar', '1/2 teaspoon salt', '1/4 cup raisins (optional)']",Traditional Chinese Steamed Cake (Fa Gao)
280,chinese,"['6 cups chicken broth', '1 bunch green onions, sliced', '4 cups chopped bok choy', '1/4 cup soy sauce', '1 small carrot, cut into 1/4-inch dice', '1 small stalk celery, cut into 1/4-inch dice', '2 tablespoons ginger root, peeled and minced', '1 tablespoon creamy peanut butter', '2 teaspoons sriracha sauce', '3 cloves garlic, minced', '1 teaspoon white sugar', '1 cup chopped cooked chicken', '1 (12 ounce) package ramen noodles']",Chinese Chicken Soup with Bok Choy
281,chinese,"['2 tablespoons soy sauce', '1 tablespoon sesame oil', '1 tablespoon grated fresh ginger', '1 teaspoon minced garlic', '3/4 pound pork tenderloin, fat trimmed and pork cut into 1/4-inch strips', '2 tablespoons vegetable oil', '2 cups shredded napa cabbage', '1 carrot, grated', 'salt and ground black pepper to taste']",Easy Moo Shu Pork
282,chinese,"['5 1/2 cups broccoli florets', '1 carrot, thinly sliced', '2 teaspoons water', '1 teaspoon cornstarch', '1 teaspoon chicken bouillon granules, or to taste', 'salt to taste', '2 tablespoons peanut oil']",Broccoli and Carrot Stir Fry
283,chinese,"['3 green onions, chopped', '5 slices fresh ginger', '3/4 cup water', '1 pound ground pork', '3 tablespoons Chinese rice wine, divided', '2 tablespoons soy sauce', '3 teaspoons salt, divided', '1 teaspoon sesame oil', '1 teaspoon ground white pepper', '40 shrimps, minced', '1/2 cup diced mushrooms', '1 stalk celery, finely chopped', '100 (3.5 inch square) wonton wrappers', '1 (14.5 ounce) can chicken stock']",Chinese Shrimp Wonton
284,chinese,"['3 cloves garlic, minced', '1 pinch kosher salt', '1 tablespoon dark soy sauce', '2 teaspoons red chile oil', '1 teaspoon Szechuan peppercorn oil', '1 teaspoon rice vinegar', '1/2 teaspoon sesame oil', '1 cup soybean sprouts', '1 cup Chinese noodles (La mian)', '1 teaspoon vegetable oil']",Sichuan (Szechuan) Cold Noodle
285,chinese,"['8 cups all-purpose flour', '2 1/2 cups water', '1/4 cup vegetable oil']",Chinese Hand-Pulled Noodles
286,chinese,"['1 (16 ounce) package soft tofu, cut into 1/3-inch cubes', '1 tablespoon cornstarch', '1 tablespoon water, or as needed', '6 1/2 tablespoons vegetable oil', '2 spring onions, roughly chopped', '1 (3/4 inch thick) slice fresh ginger, chopped', '2 teaspoons Sichuan peppercorns', '1 clove garlic, minced', '5 ounces ground pork', '1 tablespoon doubanjiang (spicy broad bean paste)', '2 teaspoons rice wine', '1 teaspoon soy sauce', '1 teaspoon salt, or to taste']",Spicy Ma Po Tofu
